id,chat_time,platform,user_id,agent_id,conversation_id,intent_id,is_fallback,total_fallbacks,user_response,Sentiment,Code,combined
2799900,6/26/2020 2:34,Web,5ef55cae3ae179.32415466,104,1380,2334,0,0,how long does the cbd oil last once it's opened?,positive,1,how long does the cbd oil last once it's opened?
2949290,7/8/2020 21:50,Web,5ef55d245b5ba9.59183075,104,1422,-1,0,0,"I am working remotely, you won't be able to reach me on my phone.",Negative,0,"I am working remotely, you won't be able to reach me on my phone."
2799971,6/26/2020 2:44,Web,5ef55dc52d4a82.09080031,104,1380,3,0,0,hello,positive,1,hello
2983929,7/12/2020 19:43,Web,5ef595d7e8c3a6.71629561,104,1380,2246,0,0,What is the problem with your site? I cannot select an add to purchase.,negative,0,What is the problem with your site? I cannot select an add to purchase.
2801192,6/26/2020 6:53,Web,5ef598b8771149.90354872,104,1422,-1,0,0,i clicked place order but nothing happens,Negative,0,i clicked place order but nothing happens
2801416,6/26/2020 8:01,Web,5ef5aa30e32b90.51931914,104,1380,2292,0,0,Cancel previous order,negative,0,Cancel previous order
2839513,6/29/2020 17:18,Web,5ef5d6227feca8.40534250,104,1422,-1,0,0,Trying to find out if my order has shipped and will arrive before 4th of July wknd as it is for my dog. Order # 101893675,positive,1,Trying to find out if my order has shipped and will arrive before 4th of July wknd as it is for my dog. Order # 101893675
2809502,6/26/2020 21:30,Web,5ef5ec72772592.59426803,104,1380,46,0,0,the CBD needs to be extracted from stalk / stem and seeds,positive,1,the CBD needs to be extracted from stalk / stem and seeds
2802680,6/26/2020 13:17,Web,5ef5f515b9d6c1.77140504,104,1380,60,1,1,"My husband found a charge of $12.00 on our bank statement, it is pending. What is this charge for?",positive,1,"My husband found a charge of $12.00 on our bank statement, it is pending. What is this charge for?"
2802966,6/26/2020 13:47,Web,5ef5fc49e5c8a5.94928340,149,2109,60,1,1,Does it taste bad?,positive,1,Does it taste bad?
2803083,6/26/2020 13:58,Web,5ef5fd97198186.94953308,104,1380,60,1,1,do not nee4d product for 2 months,negative,0,"do not nee4d product for 2 months, need to stop monthly shipping"
2803077,6/26/2020 13:57,Web,5ef5fd97198186.94953308,104,1380,2232,0,0,need to stop monthly shipping,negative,0,need to stop monthly shipping
2803340,6/26/2020 14:21,Web,5ef603ff0c05f3.01793735,104,1380,2427,0,0,I am 76 yr old female with increased osteoarthritis pain. Can,positive,1,I am 76 yr old female with increased osteoarthritis pain. Can
2803894,6/26/2020 14:57,Web,5ef60b50b7d5e7.13513153,104,1380,2436,0,0,Thank you!,positive,1,Thank you!
2804083,6/26/2020 15:05,Web,5ef60e92e3f754.84423615,104,1380,2443,0,0,is CBD legal in the USA?,positive,1,"is CBD legal in the USA?, is CBD legal in the USA?"
2804083,6/26/2020 15:05,Web,5ef60e92e3f754.84423615,104,1380,2443,0,0,is CBD legal in the USA?,positive,1,is CBD legal in the USA?
2804909,6/26/2020 15:48,Web,5ef6182d7b9931.56691308,104,1380,60,1,2,??,Negative,0,??
2805728,6/26/2020 16:48,Web,5ef62110621705.81963379,104,1380,60,1,2,"but thinking about it, I do have a question...",positive,1,"but thinking about it, I do have a question..."
2824863,6/28/2020 6:50,Web,5ef622f67f1505.46214152,104,1422,-1,0,0,I work at petco and noticed we sell the https://www.petco.com/shop/en/petcostore/product/charlottes-web-canine-hemp-infused-balm-for-dogs in 135 mg. However petco.com advertises its 450 mg. I don't even see the 135 mg on ur website.,positive,1,I work at petco and noticed we sell the https://www.petco.com/shop/en/petcostore/product/charlottes-web-canine-hemp-infused-balm-for-dogs in 135 mg. However petco.com advertises its 450 mg. I don't even see the 135 mg on ur website.
2806574,6/26/2020 17:43,Web,5ef6291fbaa242.67878043,104,1380,60,1,1,how to add to cart,positive,1,how to add to cart
2806384,6/26/2020 17:27,Web,5ef62ad066b7b7.98098593,19,716,-1,0,0,317-956-0402,positive,1,"317-956-0402, Thank you"
2806403,6/26/2020 17:28,Web,5ef62ad066b7b7.98098593,19,142,1252,0,0,Thank you,positive,1,Thank you
2806481,6/26/2020 17:34,Web,5ef62f88827ed1.66455093,104,1380,60,1,1,101916724,positive,1,"101916724, Hi"
2806460,6/26/2020 17:33,Web,5ef62f88827ed1.66455093,104,1380,3,0,0,Hi,positive,1,Hi
2806898,6/26/2020 18:05,Web,5ef6375d7809b1.14150595,104,1380,2390,0,0,Can I add another bottle to my autoship tomorrow?,positive,1,Can I add another bottle to my autoship tomorrow?
2807019,6/26/2020 18:14,Web,5ef63a96219555.65997448,19,142,1170,0,0,my pro pac back strapped ripped,negative,0,my pro pac back strapped ripped
2807199,6/26/2020 18:26,Web,5ef63d58dcb587.96163042,225,2852,60,1,2,Okay,positive,1,Okay
2808348,6/26/2020 19:56,Web,5ef63f3b223865.07875679,104,1380,2822,0,4,you just lost $100 dollar order :-?,negative,0,you just lost $100 dollar order :-?
2807388,6/26/2020 18:43,Web,5ef6406e742d54.88911060,225,2852,60,1,2,Do you have a different number for her or what she needed?,positive,1,Do you have a different number for her or what she needed?
2807636,6/26/2020 19:06,Web,5ef641405b0872.19948555,104,1380,2436,0,0,thanks,positive,1,thanks
2807408,6/26/2020 18:45,Web,5ef6416d9bef22.55824163,19,142,2343,0,0,i still have not recieved my tp5b for the promo and its been 4months now why,negative,0,i still have not recieved my tp5b for the promo and its been 4months now why
2807434,6/26/2020 18:46,Web,5ef641703e67a1.98139158,104,1380,2771,0,0,calm 3 pack,positive,1,calm 3 pack
2807673,6/26/2020 19:09,Web,5ef64756404632.22099280,104,1380,2436,0,0,ok,positive,1,ok
2808522,6/26/2020 20:14,Web,5ef654ca91de32.63048903,104,1380,2353,0,0,Which balm or cream is best for severe arthritis and fibromyalgia olease?,positive,1,"Which balm or cream is best for severe arthritis and fibromyalgia olease?, Which balm or cream is best for severe arthritis and fibromyalgia olease?"
2808522,6/26/2020 20:14,Web,5ef654ca91de32.63048903,104,1380,2353,0,0,Which balm or cream is best for severe arthritis and fibromyalgia olease?,positive,1,Which balm or cream is best for severe arthritis and fibromyalgia olease?
2809018,6/26/2020 20:53,Web,5ef65fb6ad13b8.76089693,104,1380,2344,0,0,I do not see an add to cart option on the CBD Gummy Mix Pack,positive,1,I do not see an add to cart option on the CBD Gummy Mix Pack
2809132,6/26/2020 21:03,Web,5ef660d52369f2.15946235,104,1380,2313,0,0,I think that is it. Where can i find it on the website so I can order?,negative,0,I think that is it. Where can i find it on the website so I can order?
2809539,6/26/2020 21:33,Web,5ef668771bab59.41567805,238,3118,-1,0,0,Heathermountz@aol.com,positive,1,Heathermountz@aol.com
2809991,6/26/2020 22:13,Web,5ef672ab2e3481.14487018,19,142,1196,0,0,Ordering from UK billing address for Australian resident,positive,1,Ordering from UK billing address for Australian resident
2810057,6/26/2020 22:18,Web,5ef673c4b260f7.49603557,104,1380,60,1,1,Do you guys accept American Express as a form of payment?,positive,1,Do you guys accept American Express as a form of payment?
2810163,6/26/2020 22:28,Web,5ef674b09fc712.31677789,238,3103,-1,0,0,7247341171,positive,1,7247341171
2956821,7/9/2020 16:11,Web,5ef6768e1262b5.87628845,104,1380,2436,0,0,Thanks!,positive,1,Thanks!
2810773,6/26/2020 23:24,Web,5ef682ba4668b4.50026265,19,142,45,0,0,How can i get my free bottle wrench?,positive,1,How can i get my free bottle wrench?
3060988,7/20/2020 1:28,Web,5ef68e92d66d42.72919212,104,1422,-1,0,0,Jane Wills,positive,1,Jane Wills
2811406,6/27/2020 0:28,Web,5ef69214c2bc75.89752802,104,1422,-1,0,0,chelsiearnold2017@gmail.com,positive,1,chelsiearnold2017@gmail.com
2920377,7/6/2020 17:50,Web,5ef692525ea296.31192352,104,1380,60,1,4,can I give it to my 6 year old?,positive,1,can I give it to my 6 year old?
2811452,6/27/2020 0:30,Web,5ef6929247cd94.04693599,104,1380,2346,0,0,Are you going to have the 3 pack of Sleep Gummies soon?,positive,1,Are you going to have the 3 pack of Sleep Gummies soon?
2811598,6/27/2020 0:41,Web,5ef6931a02aaa0.77747770,104,1422,-1,0,0,Mecklin Stevens,positive,1,Mecklin Stevens
2811881,6/27/2020 1:13,Web,5ef69bd4dc9940.18680157,104,1422,-1,0,0,Katie Parker,positive,1,"Katie Parker, 435-602-3553"
2811883,6/27/2020 1:13,Web,5ef69bd4dc9940.18680157,104,1422,-1,0,0,435-602-3553,positive,1,435-602-3553
2812206,6/27/2020 1:51,Web,5ef6a282a9ce43.14564247,104,1380,60,1,1,promo code,positive,1,promo code
2813105,6/27/2020 3:53,Web,5ef6c23d937d75.50478503,104,1380,2441,0,0,wholesale,positive,1,wholesale
3048336,7/18/2020 18:23,Web,5ef6cee6a115c1.58956360,104,1380,60,1,1,Why can't I add this,negative,0,Why can't I add this
2856383,7/1/2020 3:05,Web,5ef6d2ae5838c1.56880405,19,142,488,0,0,When do i expect my order to get here?,positive,1,When do i expect my order to get here?
2813932,6/27/2020 7:36,Web,5ef6f6cc088427.85293145,5,32,1399,0,0,Are you a bot or a real person,positive,1,Are you a bot or a real person
2814257,6/27/2020 9:26,Web,5ef70d7a9e5af9.87346281,104,1380,60,1,3,Does each of recoery 3 pack have a diiferent purpose and taste?,positive,1,Does each of recoery 3 pack have a diiferent purpose and taste?
2814364,6/27/2020 10:08,Web,5ef7161fd3a833.24060535,19,288,60,1,4,?,negative,0,?
2814454,6/27/2020 10:37,Web,5ef72055572325.25102944,238,3090,60,1,2,Scam,negative,0,"Scam, Price"
2814446,6/27/2020 10:36,Web,5ef72055572325.25102944,238,3090,3532,0,0,Price,positive,1,Price
2815249,6/27/2020 12:44,Web,5ef73d449780a3.92702752,104,1422,-1,0,0,JoeBrown,positive,1,JoeBrown
2815590,6/27/2020 13:23,Web,5ef74509812cf0.26526596,104,1422,-1,0,0,Rjjohnson21@hotmail.com,positive,1,"Rjjohnson21@hotmail.com, I just placed my order and forgot to attach my 10% off code. Can you add it for me please?, CWBXMR792"
2815595,6/27/2020 13:23,Web,5ef74509812cf0.26526596,104,1422,-1,0,0,I just placed my order and forgot to attach my 10% off code. Can you add it for me please?,positive,1,"I just placed my order and forgot to attach my 10% off code. Can you add it for me please?, CWBXMR792"
2815597,6/27/2020 13:24,Web,5ef74509812cf0.26526596,104,1380,60,1,1,CWBXMR792,positive,1,CWBXMR792
2826524,6/28/2020 13:24,Web,5ef7484ae24ea8.22525294,104,1380,2292,0,0,Cancel order,negative,0,Cancel order
3007666,7/14/2020 23:35,Web,5ef74dfa1eb937.59160230,104,1380,46,0,0,What do recommend for back pain?,positive,1,"What do recommend for back pain?, What is the maximum strength oil you have?"
3007747,7/14/2020 23:40,Web,5ef74dfa1eb937.59160230,104,1422,-1,0,0,What is the maximum strength oil you have?,positive,1,What is the maximum strength oil you have?
2816453,6/27/2020 14:36,Web,5ef74eac590767.72817467,104,1380,2273,0,0,able to send me sample of gummies to try?,positive,1,able to send me sample of gummies to try?
2815991,6/27/2020 14:01,Web,5ef74f84394d60.80799046,104,1422,-1,0,0,Cortney,positive,1,Cortney
2875337,7/2/2020 13:29,Web,5ef764ec9d2311.30748795,104,1380,2311,0,0,I don't want a starter bundle,negative,0,I don't want a starter bundle
3094886,7/23/2020 1:31,Web,5ef76fbf32bb17.39084061,104,1422,-1,0,0,Andy Lozyniak,positive,1,Andy Lozyniak
2817851,6/27/2020 16:33,Web,5ef7740a8055f5.86831600,104,1422,-1,0,0,David Shear,positive,1,David Shear
2817978,6/27/2020 16:43,Web,5ef776b8b125c8.40582056,104,1380,46,0,0,what is the best \\,positive,1,"what is the best \\, I am looking for an topical or liquid product for my neuropathy pain in my feet"
2817970,6/27/2020 16:42,Web,5ef776b8b125c8.40582056,104,1380,2350,0,0,I am looking for an topical or liquid product for my neuropathy pain in my feet,positive,1,I am looking for an topical or liquid product for my neuropathy pain in my feet
2818528,6/27/2020 17:24,Web,5ef77fc42bcd80.30484618,238,3090,3530,0,0,what is the cost of a premium steak case at a location on tour,positive,1,what is the cost of a premium steak case at a location on tour
2818971,6/27/2020 18:00,Web,5ef7805b9f4489.08161844,104,1380,2311,0,0,need to order now to get discount,positive,1,need to order now to get discount
2949375,7/8/2020 21:57,Web,5ef7886c78b466.54771072,104,1380,60,1,1,......,negative,0,......
2818918,6/27/2020 17:57,Web,5ef7889258c715.27701290,104,1380,3,0,0,Hello,positive,1,Hello
2819163,6/27/2020 18:20,Web,5ef78b85215160.50459337,104,1422,-1,0,2,azitaamy@gmail.com,positive,1,"azitaamy@gmail.com, I am 55 years old female with lots of problem and recently"
2819101,6/27/2020 18:13,Web,5ef78b85215160.50459337,104,1380,60,1,2,I am 55 years old female with lots of problem and recently,positive,1,I am 55 years old female with lots of problem and recently
2819176,6/27/2020 18:21,Web,5ef78df772e896.94716351,160,2182,60,1,2,I am a merchant looking to provide service to my patients,positive,1,"I am a merchant looking to provide service to my patients, We are a health and wellness clinic looking for a way to give patients options for financing"
2819199,6/27/2020 18:22,Web,5ef78df772e896.94716351,160,2185,-1,0,2,We are a health and wellness clinic looking for a way to give patients options for financing,positive,1,We are a health and wellness clinic looking for a way to give patients options for financing
3106963,7/23/2020 23:13,Web,5ef791ab9fe9d6.81513883,104,1380,2334,0,0,how long cbd oil remain fresh?,positive,1,how long cbd oil remain fresh?
2942201,7/8/2020 13:53,Web,5ef79499a6b259.64793196,104,1380,2346,0,0,Are you out of the sleep 3 pack bundle sleep gummies?,positive,1,Are you out of the sleep 3 pack bundle sleep gummies?
3058153,7/19/2020 21:05,Web,5ef7995b983051.94070544,104,1380,2436,0,0,ty,positive,1,ty
2819787,6/27/2020 19:23,Web,5ef79ab997e3f0.40713213,104,1380,2436,0,4,Ok thanks,positive,1,"Ok thanks, Do you only have one CBD strength?, Ok I've read thre product description. Is there only 1 strength?"
2819749,6/27/2020 19:20,Web,5ef79ab997e3f0.40713213,104,1380,60,1,3,Do you only have one CBD strength?,positive,1,"Do you only have one CBD strength?, Ok I've read thre product description. Is there only 1 strength?"
2819744,6/27/2020 19:20,Web,5ef79ab997e3f0.40713213,104,1380,60,1,1,Ok I've read thre product description. Is there only 1 strength?,positive,1,Ok I've read thre product description. Is there only 1 strength?
2819825,6/27/2020 19:26,Web,5ef79c208ac874.66028495,104,1422,-1,0,0,"Having trouble with website to choose product and add to cart. Can't find ""Add To Cart""",positive,1,"Having trouble with website to choose product and add to cart. Can't find ""Add To Cart"", arturoep@aol.com - Just email."
2819834,6/27/2020 19:27,Web,5ef79c208ac874.66028495,104,1422,-1,0,0,arturoep@aol.com - Just email.,positive,1,arturoep@aol.com - Just email.
2820101,6/27/2020 19:52,Web,5ef7a1b7237273.71599564,225,2852,3655,0,0,Agent,negative,0,Agent
2820207,6/27/2020 20:06,Web,5ef7a69c8b3869.72929080,19,288,481,0,0,good day. I have purchase a Veto backpack about 3 years ago and the zipper is broken. How do I send it back for repair,positive,1,good day. I have purchase a Veto backpack about 3 years ago and the zipper is broken. How do I send it back for repair
2820614,6/27/2020 20:50,Web,5ef7af0135f4f7.76367353,19,142,1169,0,0,Do you have to register your free spring promotion bag?,positive,1,Do you have to register your free spring promotion bag?
2862021,7/1/2020 17:59,Web,5ef7b2dfaa8369.32937250,104,1380,3,0,0,Hello?,negative,0,Hello?
2820804,6/27/2020 21:06,Web,5ef7b4b2d970e0.07526363,19,288,60,1,2,77038,positive,1,77038
2960119,7/9/2020 20:28,Web,5ef7bc31d41dc9.50795624,104,1380,2311,0,0,Discount?,positive,1,Discount?
2843899,6/29/2020 23:24,Web,5ef7c75577dbe7.29579247,238,3103,-1,0,0,Willie,positive,1,Willie
2821619,6/27/2020 22:41,Web,5ef7c991b16119.98259508,104,1380,2427,0,0,I'm looking for something to replace taking painkillers everyday,positive,1,I'm looking for something to replace taking painkillers everyday
2845774,6/30/2020 3:02,Web,5ef7cb8a655d69.10409446,104,1380,2436,0,0,Thank you,positive,1,Thank you
3018733,7/15/2020 22:26,Web,5ef7d13f761632.85584090,104,1422,-1,0,0,203-731-0435,positive,1,203-731-0435
2822128,6/27/2020 23:42,Web,5ef7d7a18cf473.43760512,104,1380,2334,0,0,How do I consume the oil?,positive,1,How do I consume the oil?
2822293,6/27/2020 23:59,Web,5ef7dc6e339894.24327701,104,1380,60,1,3,Looking for which cbd product would be better for her,positive,1,Looking for which cbd product would be better for her
2851575,6/30/2020 18:43,Web,5ef7e17faad104.17131961,104,1380,2292,0,0,Cancel order,negative,0,Cancel order
2822889,6/28/2020 1:07,Web,5ef7ed37055c14.35653711,104,1380,3,0,0,hi do you send to nz?,positive,1,"hi do you send to nz?, new zealand, all your products are sold out that i want in austrlaia?"
2822891,6/28/2020 1:07,Web,5ef7ed37055c14.35653711,104,1380,2317,0,0,new zealand,positive,1,"new zealand, all your products are sold out that i want in austrlaia?"
2822962,6/28/2020 1:15,Web,5ef7ed37055c14.35653711,104,1380,2665,0,0,all your products are sold out that i want in austrlaia?,positive,1,all your products are sold out that i want in austrlaia?
2823018,6/28/2020 1:23,Web,5ef7efe135f4e4.66933550,104,1380,60,1,1,The page won't load in either browser so I can check out!,negative,0,The page won't load in either browser so I can check out!
2823948,6/28/2020 3:17,Web,5ef8049183e083.62123126,19,142,1498,0,0,I have a question about your promotion,positive,1,I have a question about your promotion
2823931,6/28/2020 3:13,Web,5ef807b318a230.15706263,104,1380,2304,0,0,What dose should i take? I bought the 50mg and i swear i felt a thc high,positive,1,What dose should i take? I bought the 50mg and i swear i felt a thc high
2861989,7/1/2020 17:56,Web,5ef80f933325b0.19488994,104,1380,60,1,1,"I am not able to put ,y order in the shopping cart. What am I missing here?",negative,0,"I am not able to put ,y order in the shopping cart. What am I missing here?"
2824493,6/28/2020 5:18,Web,5ef82799ddb679.56623415,104,1380,2344,0,0,I want to purchase the three pack variety gummies. Please assist me. Bradam06@gmail.com,negative,0,I want to purchase the three pack variety gummies. Please assist me. Bradam06@gmail.com
2846501,6/30/2020 5:44,Web,5ef82df5b9ef96.79387828,104,1380,2436,0,0,"Ok, thank you",positive,1,"Ok, thank you"
2824732,6/28/2020 6:13,Web,5ef8317833bc16.32239765,104,1380,2332,0,0,Shipping to UK?,positive,1,Shipping to UK?
2831435,6/28/2020 22:40,Web,5ef848112244d3.45093025,104,1422,-1,0,0,8082831993,positive,1,8082831993
3065208,7/20/2020 15:28,Web,5ef86c1b5dd938.91526654,104,1380,46,0,0,I placed an order yesterday. Order # 102048340. I used the promo code July25 but DID NIOT receive the discount. Please help,negative,0,I placed an order yesterday. Order # 102048340. I used the promo code July25 but DID NIOT receive the discount. Please help
2826447,6/28/2020 13:18,Web,5ef8863a67d2e1.07639788,104,1380,60,1,2,17save40 or weekend40 to save 40%,positive,1,17save40 or weekend40 to save 40%
2826997,6/28/2020 14:26,Web,5ef8a647bc43a7.56978524,104,1422,-1,0,0,The product I'm trying to buy isn't showing up in the cart,positive,1,The product I'm trying to buy isn't showing up in the cart
2829058,6/28/2020 18:10,Web,5ef8a6cfe388b3.15569345,104,1422,-1,0,2,3037484191,positive,1,3037484191
2827193,6/28/2020 14:49,Web,5ef8a9623620c9.29743579,104,1422,-1,0,0,"The weekend promotion advertised on the home page of your website indicates 40% any 17mg CBD oil, excluding the ""starter"", bundle packs, or gummies. When I use the code WEEKEND40 in my cart with the 17mg, 30ML Dog CDB oil I get a message saying invalid coupon code. However, when I add 17mg, 30ml CBD oil Mint Chocolate, the cart takes the 40% off of the Mint Chocolate but not the Dog CBD oil. Can you correct this so I can get the discount on the 17mg Dog CBD oil?",positive,1,"The weekend promotion advertised on the home page of your website indicates 40% any 17mg CBD oil, excluding the ""starter"", bundle packs, or gummies. When I use the code WEEKEND40 in my cart with the 17mg, 30ML Dog CDB oil I get a message saying invalid coupon code. However, when I add 17mg, 30ml CBD oil Mint Chocolate, the cart takes the 40% off of the Mint Chocolate but not the Dog CBD oil. Can you correct this so I can get the discount on the 17mg Dog CBD oil?"
2827357,6/28/2020 15:11,Web,5ef8b13331a295.98686983,104,1380,60,1,7,Checkout,positive,1,Checkout
2827569,6/28/2020 15:36,Web,5ef8b8476ea136.98671008,104,1422,-1,0,0,"Good morning. I have had 2 bottles of the 100ml 17mg Olive Oil - Natural flavor. I contacted your company about a leaky topper. It was replaced free of charge. The bottle that was sent to me is also leaky. I do not want a replacement; however, I thought you should know so the problem can be addressed and fixed.",positive,1,"Good morning. I have had 2 bottles of the 100ml 17mg Olive Oil - Natural flavor. I contacted your company about a leaky topper. It was replaced free of charge. The bottle that was sent to me is also leaky. I do not want a replacement; however, I thought you should know so the problem can be addressed and fixed."
2827794,6/28/2020 16:01,Web,5ef8b9f3f11996.14773099,104,1380,2339,0,0,Can Charlottes Web CBD be vaped?,positive,1,Can Charlottes Web CBD be vaped?
2827758,6/28/2020 15:58,Web,5ef8bdd33aa2e0.89700131,104,1380,46,0,0,What do you recommend for arthritis pain?,positive,1,What do you recommend for arthritis pain?
2828048,6/28/2020 16:26,Web,5ef8c1b25e2716.14203060,104,1380,2428,0,0,Promo code weekend 40 not working,Negative,0,Promo code weekend 40 not working
2828046,6/28/2020 16:25,Web,5ef8c1c2190f07.49467559,104,1380,2311,0,0,I saw a discount code and have lost it. Can you share?,negative,0,I saw a discount code and have lost it. Can you share?
2828137,6/28/2020 16:35,Web,5ef8c69015d461.20568142,149,2109,3787,0,0,I'm interested in CBD oil for hip and knee joint pain.,positive,1,"I'm interested in CBD oil for hip and knee joint pain., No thanks. You've been as helpful as you're going to b."
2828197,6/28/2020 16:39,Web,5ef8c69015d461.20568142,149,2109,4,0,2,No thanks. You've been as helpful as you're going to b.,negative,0,No thanks. You've been as helpful as you're going to b.
2923843,7/6/2020 22:41,Web,5ef8cd40004f24.09640667,104,1380,2436,0,0,thanks,positive,1,thanks
2828579,6/28/2020 17:21,Web,5ef8d072d75e12.88138851,225,2852,3,0,0,"Hi, I'm looking to joing AAA, could you tell me the cost to add one family member to the plus and the premier plans?",positive,1,"Hi, I'm looking to joing AAA, could you tell me the cost to add one family member to the plus and the premier plans?"
2828632,6/28/2020 17:26,Web,5ef8d1c707c731.76701201,104,1380,60,1,1,ok,positive,1,ok
2828724,6/28/2020 17:34,Web,5ef8d1fa4233c1.37023872,225,2852,3506,0,0,Add Jeffrey Castle to my membership.,positive,1,Add Jeffrey Castle to my membership.
2828808,6/28/2020 17:43,Web,5ef8d284540232.13236604,104,1422,-1,0,0,care4nature4all@aol.com,positive,1,"care4nature4all@aol.com, Not helpful"
2828838,6/28/2020 17:45,Web,5ef8d284540232.13236604,104,1380,46,0,0,Not helpful,negative,0,Not helpful
3028414,7/16/2020 19:48,Web,5ef8dac54f65a9.94777020,104,1380,60,1,2,Why did I not gets the $25 off 4 being a member of realm of caring,positive,1,Why did I not gets the $25 off 4 being a member of realm of caring
2829041,6/28/2020 18:09,Web,5ef8dc30199373.08157684,149,2109,60,1,1,bone arthitis,positive,1,bone arthitis
2829479,6/28/2020 18:55,Web,5ef8e607419fe8.20304753,104,1380,2347,0,0,If I do not have an AutoShip option does that mean it's not available? I'm trying to get the recovery gummy's,positive,1,If I do not have an AutoShip option does that mean it's not available? I'm trying to get the recovery gummy's
2882391,7/2/2020 19:18,Web,5ef8ef3faa92b5.14455083,104,1422,-1,0,0,Upaube@gmail.com,positive,1,Upaube@gmail.com
2829833,6/28/2020 19:35,Web,5ef8eff17e3f07.57795713,104,1380,2346,0,0,when will you have the 60 ct sleep gummies back in stick?,positive,1,when will you have the 60 ct sleep gummies back in stick?
3060354,7/20/2020 0:30,Web,5ef8fe24c1d983.44685112,104,1380,60,1,1,There is no place that says 'add to cart!',negative,0,There is no place that says 'add to cart!'
2927703,7/7/2020 12:29,Web,5ef905adada6c0.40324733,104,1380,2346,0,0,I just ordered the original oil 30 ml for pain and sleep,positive,1,I just ordered the original oil 30 ml for pain and sleep
2933225,7/7/2020 18:44,Web,5ef910586e75d7.96343276,104,-1,-1,0,0,Where is my shipment,positive,1,Where is my shipment
2831397,6/28/2020 22:35,Web,5ef91a1fb9db16.48979069,104,1380,60,1,3,3.94E+11,positive,1,"394088000000, in you page does not say anything about deleivery information, HI"
2831403,6/28/2020 22:36,Web,5ef91a1fb9db16.48979069,104,1380,60,1,5,in you page does not say anything about deleivery information,negative,0,"in you page does not say anything about deleivery information, HI"
2831387,6/28/2020 22:34,Web,5ef91a1fb9db16.48979069,104,1380,3,0,0,HI,positive,1,HI
2831649,6/28/2020 22:59,Web,5ef91e5dcc41f8.52366074,104,1380,60,1,2,why can i not put items in my cart,negative,0,why can i not put items in my cart
2916491,7/6/2020 12:34,Web,5ef923d4319a37.92722739,104,1422,-1,0,0,when do you think the sleep cbd gummies will be back in stock? I have 2 little one with autism and sleep issues and I need them so badly!!!,Negative,0,when do you think the sleep cbd gummies will be back in stock? I have 2 little one with autism and sleep issues and I need them so badly!!!
2832146,6/29/2020 0:00,Web,5ef9265684e246.60931073,104,1380,2436,0,2,Thank you,positive,1,Thank you
2859828,7/1/2020 15:06,Web,5ef93b49573f70.65239177,104,1380,2771,0,0,trying to choose 3 pack CALM gummies for my cart but can't find the ADD to cart button??,Negative,0,trying to choose 3 pack CALM gummies for my cart but can't find the ADD to cart button??
2832843,6/29/2020 1:20,Web,5ef940a42ad4a5.22874599,104,1380,2257,0,0,I'm looking for pain relief and stress relief,positive,1,I'm looking for pain relief and stress relief
2886491,7/2/2020 23:03,Web,5ef9433a3d1e76.07196370,104,1380,2822,0,0,Status of order,positive,1,Status of order
2948039,7/8/2020 20:28,Web,5ef94439ccd143.62664460,104,1380,2822,0,0,I am checking on my order status. Order #101944324? No emails regarding shipping and I ordered June 29.,negative,0,I am checking on my order status. Order #101944324? No emails regarding shipping and I ordered June 29.
2930566,7/7/2020 16:44,Web,5ef94e62abe8f0.75355848,104,1422,-1,0,0,willischarlie31@gmail.com,positive,1,willischarlie31@gmail.com
2833859,6/29/2020 3:39,Web,5ef959bfcd9351.01688398,104,1380,2272,0,0,I have a bottle of 50mg original formula that I just opened. It is a lot darker than the 17mg. Is it supposed to be darker. Just want to make sure it hasn't gone bad.,positive,1,I have a bottle of 50mg original formula that I just opened. It is a lot darker than the 17mg. Is it supposed to be darker. Just want to make sure it hasn't gone bad.
2932054,7/7/2020 17:51,Web,5ef95af6215863.96712029,104,1380,1165,0,0,I need to speak with a representative,negative,0,I need to speak with a representative
2936540,7/7/2020 22:05,Web,5ef95c96675a74.39790930,104,1422,-1,0,0,I placed an order for my daughter and transposed the number kn the address,positive,1,I placed an order for my daughter and transposed the number kn the address
2833890,6/29/2020 3:44,Web,5ef96318b33257.70634379,104,1380,60,1,1,That is an awful response.,negative,0,"That is an awful response., That is an awful response."
2833890,6/29/2020 3:44,Web,5ef96318b33257.70634379,104,1380,60,1,1,That is an awful response.,negative,0,That is an awful response.
2834263,6/29/2020 4:53,Web,5ef97144f1c892.81582695,132,1937,2657,0,0,i have not started any workout yet - is it ok to start with the superfood shake,positive,1,"i have not started any workout yet - is it ok to start with the superfood shake, can i use the superfood shake in the afternoon and fat burner capule in the evening"
2834267,6/29/2020 4:54,Web,5ef97144f1c892.81582695,132,1937,2616,0,0,can i use the superfood shake in the afternoon and fat burner capule in the evening,positive,1,can i use the superfood shake in the afternoon and fat burner capule in the evening
2835058,6/29/2020 9:35,Web,5ef9b507778056.67161742,104,1380,2317,0,0,australia,positive,1,australia
2835451,6/29/2020 11:30,Web,5ef9ccd5a96573.26970349,104,1422,-1,0,2,4104224896,positive,1,"4104224896, I do not approve of this recent order and request that the money refunded to my account and overdraft fee be compensated"
2835428,6/29/2020 11:28,Web,5ef9ccd5a96573.26970349,104,1380,2235,0,0,I do not approve of this recent order and request that the money refunded to my account and overdraft fee be compensated,negative,0,I do not approve of this recent order and request that the money refunded to my account and overdraft fee be compensated
